title,prep_time,cook_time,total_time,ingredients,ingredients with measurement,instructions,calories,servings,images
Nutter Butter Cookie Bars,{'minutes': '20'},{'minutes': '25'},{'minutes': '45'},"['salted butter, at room temperature', 'creamy peanut butter', 'dark brown sugar', 'vanilla extract', 'all-purpose flour', 'baking powder', 'flaky sea salt', 'creamy peanut butter', 'salted butter, at room temperature', 'honey']","{'salted butter, at room temperature': '6', 'creamy peanut butter': '3/4', 'dark brown sugar': '1/4', 'vanilla extract': '2', 'all-purpose flour': '1', 'baking powder': '1/4', 'flaky sea salt': 'seasoning', 'honey': '3-4'}","['1. Preheat the oven to 350 degrees. Line an 8x8 inch square pan with parchment paper.', '2. In a large bowl, cream together the butter, peanut butter, brown sugar, and vanilla until smooth. Add the flour and baking powder, beat until combined, and the dough begins to form a ball. If the dough is crumbly, add 2-3 teaspoons of water. If the dough feels moist, add 1-2 tablespoons flour.', '3. Press half the dough into the prepared pan.', '4. To make the filling, beat together the peanut butter, butter, and honey until combined. Spread an even layer over the dough, then crumble the remaining dough over the peanut butter.', '5. Bake for 25 minutes, until the top is set. Sprinkle with salt if desired. Let cool, then cut into bars. The bars are on the crumbly side so handle gently. Enjoy!']",268 kcal,16,https://www.halfbakedharvest.com/wp-content/uploads/2024/08/Nutter-Butter-Cookie-Bars-1-scaled.jpg
Zucchini Caramel Muffins,{'minutes': '25'},{'minutes': '25'},{'minutes': '50'},"['granulated sugar', 'salted butter', 'lemon zest', 'ground cinnamon', 'flaky salt', 'zucchini, grated', 'melted coconut oil', 'honey', 'large eggs', 'plain Greek yogurt', 'apple butter', 'vanilla extract', 'whole wheat pastry flour', 'baking powder', 'salt', 'coarse sugar, for topping']","{'granulated sugar': '1/4', 'salted butter': '1', 'lemon zest': '1-2', 'ground cinnamon': '1/2', 'flaky salt': 'seasoning', 'zucchini, grated': '2', 'melted coconut oil': '1/2', 'honey': '1/2', 'large eggs': '2', 'plain Greek yogurt': '1/2', 'apple butter': '1/3', 'vanilla extract': '2', 'whole wheat pastry flour': '2', 'baking powder': '2', 'salt': '1/2', 'coarse sugar, for topping': 'seasoning'}","['1. Line a baking sheet with parchment paper.', '2. In a medium pot, cook the sugar over medium heat, stirring occasionally with a heat-proof spatula until the sugar has melted and turns a golden caramel, about 6 minutes. Mix in the butter. Remove from the heat and carefully pour the caramel onto the prepared baking sheet. Spread in a thin, even layer and sprinkle with lemon zest, cinnamon, and flaky sea salt. Let sit for 5 minutes. Once hardened, crush the caramel into small pieces/shards with the back of a spoon.', '3. Preheat the oven to 350° F. Line 16 muffin tins with paper liners.', '4. Lay a clean towel on the counter. Spread the shredded zucchini out onto the center of the towel, then squeeze out any excess water.', '5. In a bowl, stir together the coconut oil, honey, eggs, yogurt, apple butter, and vanilla until combined. Mix in the squeezed-out zucchini. Add the flour, baking powder and salt. Mix until just combined. Stir in the caramel shreds.', '6. Divide the batter evenly among the molds, filling 2/3 of the way full.\xa0Sprinkle coarse sugar, if desired. Bake for 22-25 minutes until the tops are just set. Enjoy warm!']",186 kcal,16,https://www.halfbakedharvest.com/wp-content/uploads/2024/08/Swirled-Caramel-Brulee-Zucchini-Muffins-1-scaled.jpg
Frozen Chocolate Peanut Butter Cream Pie,{'minutes': '25'},-,"{'hours': '4', 'minutes': '25'}","['chocolate wafer cookies', 'salted butter, melted', 'chocolate ice cream', 'creamy peanut butter', 'heavy cream', 'powdered sugar', 'fudge sauce, warmed', 'semi-sweet chocolate, chopped', 'coconut oil', 'chopped peanuts', 'flaky sea salt']","{'chocolate wafer cookies': '3', 'salted butter, melted': '1', 'chocolate ice cream': '1', 'creamy peanut butter': '2', 'heavy cream': '1', 'powdered sugar': '3/4', 'fudge sauce, warmed': '1/2', 'semi-sweet chocolate, chopped': '12', 'coconut oil': '1', 'chopped peanuts': '1/2 cup', 'flaky sea salt': 'seasoning'}","['1. Line an 8-inch springform pan with parchment paper.', '2. In a food processor, pulse the cookies and butter together until you have crumbs. Reserve 1/4 cup crumbs for topping. Press the remaining crumbs into the bottom of the prepared pan, packing it in tightly.', '3. Using an electric mixer, whip the peanut butter, heavy cream, and powdered sugar in a large bowl until soft peaks form, 1-3 minutes.', '4. Add scoops of ice cream to the cookie crust. Spoon the peanut butter cream over the ice cream, spreading in an even layer. Freeze for 30 minutes, then pour over the fudge sauce. Sprinkle with the remaining cookie crumbs and peanuts. Freeze for 3 hours or until firm.', '5. Melt the chocolate and coconut oil together in the microwave for about 1 minute. Remove the cake from the freezer and release it from the springform pan. Pour the chocolate shell over the cake. Sprinkle with sea salt.', '6. When the chocolate hardens, cut the cake, then serve or freeze until ready to serve. And Enjoy!!']",489 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2024/07/Frozen-Chocolate-Peanut-Butter-Cream-Pie-1-scaled.jpg
Easy Peaches and Pretzel Ice Cream Cake,{'minutes': '30'},{'minutes': '10'},"{'hours': '4', 'minutes': '40'}","['mini salted pretzels', 'honey', 'salted butter, melted', 'heavy cream', 'powdered sugar', 'vanilla extract', 'cinnamon graham crackers', 'vanilla ice cream', 'peach jam', 'sliced fresh peaches']","{'mini salted pretzels': '2', 'honey': '2', 'salted butter, melted': '6', 'heavy cream': '2', 'powdered sugar': '1/2', 'vanilla extract': '2', 'cinnamon graham crackers': '18-20', 'vanilla ice cream': '2 -3', 'peach jam': '1', 'sliced fresh peaches': '1'}","['1. Preheat the oven to 400° F. Line a 9-inch square baking pan with parchment paper.', '2. On a parchment lined backing sheet, combine the pretzel crumbs, butter, and honey. Spread in and even layer. Bake until toasted, about 8 minutes.', '3. Using an electric mixer, whip 1 cup of cream with 1/4 cup powdered sugar and 1 teaspoon vanilla until soft peaks form.', '4. Layer half the graham crackers in the bottom of the prepared pan. Layer with 1/2 of the vanilla ice cream, then spread over 1/2 of the whipped cream. Swirl the cream with 1/2 of the peach jam. Add a single layer of peach slices. Sprinkle with half of the pretzel crumbs. Add the remaining ice cream, and whipped cream. Swirl with the remaining jam, reserving 2 tablespoons. Layer with graham crackers. Wrap the cake and freeze for 4 hours or until frozen.', '5. Remove the cake from the freezer. Use the parchment paper to lift the cake out of the pan. Let sit for 5 minutes, then slice into 9 pieces. Keep the cake together.', '6. Whip the remaining 1 cup of cream with 1/4 cup sugar and 1 teaspoon vanilla. Spread over the cake. Swirl with jam and peaches. Sprinkle with pretzel crumbs. Serve and enjoy immediately.']",376 kcal,9,https://www.halfbakedharvest.com/wp-content/uploads/2024/07/Peach-Pretzel-Ice-Cream-Cake-1-scaled.jpg
Easy Blueberry Cherry Galette,{'minutes': '20'},{'minutes': '30'},{'minutes': '50'},"['honey', 'fresh pitted cherries, halved', 'fresh or frozen blueberries', 'cornstarch', 'vanilla extract', 'bourbon', 'frozen puff pasty, thawed', 'egg, beaten', 'coarse sugar, for sprinkling', 'vanilla ice cream for serving']","{'honey': '1/4', 'fresh pitted cherries, halved': '2', 'fresh or frozen blueberries': '2', 'cornstarch': '2', 'vanilla extract': '2', 'bourbon': '1-2', 'frozen puff pasty, thawed': '1', 'egg, beaten': '1', 'coarse sugar, for sprinkling': 'seasoning', 'vanilla ice cream for serving': 'seasoning'}","['1.\xa0Preheat the oven to 375° F. Line a baking sheet with parchment paper.', '2. In a medium bowl, combine the cherries, blueberries, honey, cornstarch, vanilla, and bourbon if using.', '3. On a lightly floured surface, roll the puff pastry out into a rectangle about 1/4 inch thick. Place the pastry onto the prepared baking sheet. Arrange the fruit over the pastry, leaving a 1-inch border. Fold the edges up and over the fruit. Brush the edges of the pastry with egg and sprinkle with sugar.', ""4. Bake for 30 to 40 minutes or until golden brown. It's OK if the edges get dark. Serve with ice cream. Enjoy!""]",355 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2024/06/Easy-Blueberry-Cherry-Galette-1-scaled.jpg
Strawberry Icebox Cake,{'minutes': '30'},-,"{'hours': '4', 'minutes': '30'}","['heavy cream', 'powdered sugar', 'vanilla extract', 'cinnamon graham crackers', 'vanilla ice cream', 'strawberry jam', 'sliced fresh strawberries']","{'heavy cream': '2', 'powdered sugar': '1/2', 'vanilla extract': '2', 'cinnamon graham crackers': '18-20', 'vanilla ice cream': '2 -3', 'strawberry jam': '1', 'sliced fresh strawberries': '1'}","['1. Line a 9-inch square baking pan with parchment paper.', '2. Using an electric mixer, whip 1 cup of cream with 1/4 cup powdered sugar and 1 teaspoon vanilla until soft peaks form.', '3. Layer the graham crackers in the bottom of the prepared pan. Layer with 1/2 of the vanilla ice cream, then spread over 1/2 of the whipped cream. Swirl the cream with 1/2 of the strawberry jam. Add another layer of graham crackers, the remaining ice cream, and whipped cream. Swirl with the remaining jam, reserving 2 tablespoons. Layer with crackers. Wrap the cake and freeze 4 hours or until frozen.', '4. Remove the cake from the freezer. Use the parchment paper to lift the cake out of the pan. Let sit 5 minutes, then slice into 9 pieces. Keep the cake together.', '6. Whip the remaining 1 cup of cream with 1/4 cup sugar, and 1 teaspoon vanilla. Spread over the cake. Swirl with jam and sliced strawberries. Serve and enjoy immediately.']",441 kcal,9,https://www.halfbakedharvest.com/wp-content/uploads/2024/05/Easy-Strawberry-Ice-Cream-Cake.-1-scaled.jpg
Strawberries ‘n Cream Cookies,{'minutes': '15'},{'minutes': '15'},{'minutes': '30'},"['salted butter, at room temperature', 'brown sugar', 'granulated sugar', 'large eggs', 'vanilla extract', 'all-purpose flour', 'malted milk powder', 'baking soda', 'salt', 'chopped white chocolate chunks or chips', 'freeze-dried strawberries', 'strawberry jam']","{'salted butter, at room temperature': '2', 'brown sugar': '3/4', 'granulated sugar': '1/3', 'large eggs': '2', 'vanilla extract': '1', 'all-purpose flour': '2', 'malted milk powder': '1/4', 'baking soda': '1', 'salt': '1/2', 'chopped white chocolate chunks or chips': '1', 'freeze-dried strawberries': '1', 'strawberry jam': '2-3'}","['1. Preheat the oven to 350° F. Line a baking sheet with parchment paper.', '2. Add 1 stick butter to a skillet set over medium heat. Cook until the butter begins to brown, about 3-4 minutes. Remove from the heat and transfer to a heatproof bowl. Let cool 5 minutes or so.', '3. To the brown butter, mix in the remaining 1 stick butter, the brown sugar, granulated sugar, eggs, and vanilla, beating until combined. Add the flour, malted milk powder, baking soda, and salt. Gently fold in the white chocolate and strawberries. Then very lightly swirl in the jam.', '4. Roll the dough into rounded tablespoon size balls and place 2 inches apart on the prepared baking sheet. Bake 8 minutes. Remove from the oven, rotate and bake another 2-3 minutes or until the cookies are just beginning to set on the edges.', '5. Let the cookies cool on the baking sheet. They will continue to cook slightly as they sit on the baking sheet. Eat warm or let cool and store in an airtight container for up to 4 days.']",250 kcal,16,https://www.halfbakedharvest.com/wp-content/uploads/2024/05/Strawberries-and-Cream-Cookies-1-scaled.jpg
Strawberry Shortcake Sheet Cake,{'minutes': '30'},{'minutes': '30'},{'hours': '1'},"['freeze dried strawberries', 'melted coconut oil', 'plain greek yogurt or sour cream', 'large eggs', 'granulated sugar', 'high-quality strawberry jam', 'vanilla extract', 'all purpose flour', 'baking powder', 'baking soda', 'salt', 'milk', 'cream cheese', 'salted butter', 'powdered sugar', 'vanilla extract', 'warm milk', 'strawberry jam', 'brown rice crispies']","{'freeze dried strawberries': '3', 'melted coconut oil': '1', 'plain greek yogurt or sour cream': '1/2', 'large eggs': '2', 'granulated sugar': '3/4', 'high-quality strawberry jam': '1', 'vanilla extract': '1', 'all purpose flour': '2 1/2', 'baking powder': '1 1/2', 'baking soda': '1/4', 'salt': '1', 'milk': '1/4', 'cream cheese': '6', 'salted butter': '2', 'powdered sugar': '2 1/2-3', 'warm milk': '1/4', 'strawberry jam': '1/3', 'brown rice crispies': '1'}","['1. In a blender or food processor, process 3 cups freeze-dried strawberries into a fine powder.', '2. Preheat the oven to 350° F. Line a 9×13 inch baking dish with parchment paper.', '3. In a large bowl, beat\xa0together the coconut oil, yogurt, eggs, sugar, strawberry jam, and vanilla. Add the flour, baking powder, baking soda, and salt. Add about 2/3 of the strawberry powder (save the remainder for the frosting). Mix until just combined, then slowly beat in the milk until fully combined.', '4. Pour the batter into the prepared pan. Bake for 30-35 minutes, until the top is just set and no longer wiggly in the center. Remove and let cool.', '5. To make the frosting: In a stand mixer, beat together the cream cheese until whipped. Add the butter and beat until light and fluffy, about 2 minutes. Add the powdered sugar and vanilla. Beat until the frosting is light and fluffy, then slowly stream in the milk until your desired consistency is reached, you may not use it all.', '6. Frost the cake all over. Swirl the jam into the frosting, not fully mixing it in. Add the rice crispies to a blender or ziplock bag. Crush into fine crumbs, then mix in the remaining strawberry powder (about 3 tablespoons). Sprinkle the crumbs over the cake. Slice, eat and enjoy!']",373 kcal,18,https://www.halfbakedharvest.com/wp-content/uploads/2024/04/Strawberry-Shortcake-Sheet-Cake-1.jpg
Coconut Sheet Cake,{'minutes': '30'},{'minutes': '30'},{'hours': '1'},"['melted coconut oil', 'plain Greek yogurt or sour cream', 'large eggs', 'honey', 'brown sugar', 'lemon zest', 'vanilla extract', 'canned coconut milk', 'all purpose flour', 'almond flour', 'baking powder', 'baking soda', 'salt', 'shredded unsweetened or sweetened coconut', 'salted butter, at room temperature', 'powdered sugar', 'white chocolate, melted and cooled', 'vanilla extract', 'shredded unsweetened or sweetened coconut']","{'melted coconut oil': '1', 'plain Greek yogurt or sour cream': '1/2', 'large eggs': '3', 'honey': '1/2', 'brown sugar': '1/2', 'lemon zest': '1', 'vanilla extract': '1', 'canned coconut milk': '1', 'all purpose flour': '1 1/2', 'almond flour': '1 1/2', 'baking powder': '1 1/2', 'baking soda': '1/2', 'salt': '1', 'shredded unsweetened or sweetened coconut': '1 1/2', 'salted butter, at room temperature': '2', 'powdered sugar': '1 1/2', 'white chocolate, melted and cooled': '3.5'}","['1. Preheat oven to 350° F. \xa0Line a 9×13 inch baking dish with parchment paper.', '2. In a large bowl, beat\xa0together the coconut oil, yogurt, eggs, honey, brown sugar, lemon zest, and vanilla. Add the flour, almond flour, baking powder, baking soda, and salt. Mix until just combined, then slowly beat in the coconut milk until fully combined. Stir in the shredded coconut.', '3. Pour the batter into the prepared pan. Bake 30-35 minutes, until the top is just set and no longer wiggly in the center. Remove and let cool.', '4. To make the frosting.\xa0In a large bowl, beat together the butter and powdered sugar until light and fluffy. Add the melted white chocolate and vanilla. Beat until combined.', '5. Frost the cake all over. Top with shredded coconut.  Slice, eat and enjoy!']",437 kcal,18,https://www.halfbakedharvest.com/wp-content/uploads/2024/03/Coconut-Sheet-Cake-1.jpg
Chocolate Fudge Pop Tart Bars,{'minutes': '45'},{'minutes': '45'},"{'hours': '1', 'minutes': '30'}","['unsweetened cocoa powder', 'whole milk or heavy cream', 'semi-sweet chocolate chips', 'salted butter, cubed', 'vanilla extract', 'salted butter, at room temperature', 'granulated sugar', 'egg', 'vanilla extract', 'all-purpose flour', 'unsweetened cocoa powder', 'salt', 'powdered sugar', 'unsweetened cocoa powder', 'vanilla extract', 'dark or milk chocolate, melted', 'coarse salt or sugar, for sprinkling']","{'unsweetened cocoa powder': '2', 'whole milk or heavy cream': '2/3', 'semi-sweet chocolate chips': '1 1/2', 'salted butter, cubed': '1', 'vanilla extract': '1', 'salted butter, at room temperature': '2', 'granulated sugar': '1', 'egg': '1', 'all-purpose flour': '2', 'salt': '1/2', 'powdered sugar': '2', 'dark or milk chocolate, melted': '3.2', 'coarse salt or sugar, for sprinkling': 'seasoning'}","['1. To make the filling. Combine the chocolate and cocoa powder in a bowl. Heat the milk in a pot set over medium heat until steaming, about 5 minutes. Pour the hot milk over the chocolate and whisk until the chocolate is melted. Whisk in the butter and vanilla. Set aside.', '2. To make the cookie dough. In a bowl using an electric mixer, beat together the butter and sugar until light and fluffy. Add the egg and vanilla, beat until incorporated. Add the flour, cocoa powder, and salt, beating until just combined.', '3. Preheat the oven to 350° F. Line a 9×9 inch baking dish with parchment paper.', '4. Divide the dough in half. Press half the dough into the prepared baking dish. Trace the 9x9 inch baking dish out on a sheet of parchment paper. Now roll the remaining dough out just past the edges of the traced-out square. Set aside.', '5. Evenly spread the chocolate fudge over the dough in the baking dish. Carefully invert the reserved dough square over the filling, pressing down gently to secure. Trim away any excess dough. See photos above.', '6. Freeze the bars for 15 minutes. Bake foer 40 - 45 minutes, until just set in the center.\xa0Let cool.', '7. To make the frosting. In a bowl, whisk together the powdered sugar, cocoa powder, vanilla, and 3 tablespoons of water until smooth. Stir in the melted chocolate. If your frosting is too thick, thin with 1-2 tablespoons of additional water.', '8. Spread the frosting over the pop-tart. Let set a few minutes, then top with salt/sugar. Let dry, then cut into bars. Serve or store in an airtight container for up to 3 days at room temperature.']",662 kcal,16,https://www.halfbakedharvest.com/wp-content/uploads/2024/03/Frosted-Chocolate-Fudge-Pop-Tart-Bars-1.jpg
