title,prep_time,cook_time,total_time,ingredients,ingredients with measurement,instructions,calories,servings,images
6 Ingredient Spiced Pumpkin Butter,{'minutes': '10'},{'minutes': '20'},{'minutes': '30'},"['pumpkin puree', 'apple cider', 'real maple syrup, plus more if needed to sweeten', 'vanilla extract', 'pumpkin pie spice', 'cinnamon', 'kosher salt']","{'pumpkin puree': '2', 'apple cider': '1/3', 'real maple syrup, plus more if needed to sweeten': '1/2', 'vanilla extract': '1', 'pumpkin pie spice': '1', 'cinnamon': '1', 'kosher salt': '1/2'}","['1. In a medium sauce pan, combine the pumpkin, cider, maple syrup, vanilla, pumpkin pie spice, cinnamon, and salt. Bring to a gentle boil over medium heat. Cook, stirring often until the pumpkin thickens slightly, but is spreadable, about 20-30 minutes.\xa0Taste, adding more maple syrup if needed to sweeten.', '2. Remove from the heat and let cool (the pumpkin butter will thicken as it cools). Transfer to glass jars and keep stored in the fridge for up to 1 month or in freezer safe containers for up to 3 months.']",16 kcal,32,https://www.halfbakedharvest.com/wp-content/uploads/2018/10/6-Ingredient-Spiced-Pumpkin-Butter-6-700x1050.jpg
Mulled Spiced Apple Cider Doughnuts,{'minutes': '35'},{'minutes': '25'},{'hours': '1'},"['apple cider', 'cinnamon', 'salted butter', 'real maple syrup', 'apple butter', 'vanilla extract', 'eggs', 'all-purpose flour, plus more if needed', 'baking powder', 'baking soda', 'kosher salt', 'cinnamon', 'freshly grated nutmeg', 'granulated sugar', 'ground cinnamon', 'high heat natural oil, for frying (such as vegetable oil)']","{'apple cider': '3', 'cinnamon': '1', 'salted butter': '6', 'real maple syrup': '1/4', 'apple butter': '1/2', 'vanilla extract': '1', 'eggs': '2', 'all-purpose flour, plus more if needed': '4-5', 'baking powder': '1', 'baking soda': '1/4', 'kosher salt': '1', 'freshly grated nutmeg': '1/4', 'granulated sugar': '1', 'ground cinnamon': '1', 'high heat natural oil, for frying (such as vegetable oil)': 'seasoning'}","['1. Bring the apple cider and cinnamon to a boil over medium high heat. Reduce the heat and simmer 20 minutes or until reduced to about 2/3 to 1 cup. Remove from the heat. Let cool 5-10 minutes. Remove the cinnamon stick and discard. Add the cider to a large mixing bowl.', '2. To the cider, add the butter, maple syrup, apple butter, vanilla, and eggs. Beat to combine. Add the flour, baking powder, baking soda, salt, 1 teaspoon cinnamon, and nutmeg. Using the dough hook, knead the dough until a smooth ball forms, adding 1/4 cup additional flour, if needed to bring the dough together. Cover the bowl and let rest 15 minutes.', '3. Meanwhile, in a shallow bowl, combine the sugar and 1 tablespoon cinnamon.', '4.\xa0Heat 2 inches of oil to 350 degrees F.', 'Heat 2 inches of oil to 350 degrees F.', '5. Lightly flour a work surface and roll out the dough to a 1/2-inch thickness. Using doughnut or cookie cutters, cut out rounds of dough.', '6. Working in batches, use a slotted metal spoon or spatula to carefully place the doughnuts into the hot oil. Fry, flipping once, until light golden brown and puffed, 1 to 2 minutes per side. Drain onto a paper towel lined plate.', '7. Coat the warm doughnuts in cinnamon sugar…generously. These are best eaten slightly warm, so enjoy!']",1286 kcal,18,https://www.halfbakedharvest.com/wp-content/uploads/2018/09/Mulled-Spiced-Apple-Cider-Doughnuts-1-700x1050.jpg
Triple Layer Peanut Butter Crunch Brownies,{'minutes': '20'},{'minutes': '30'},{'minutes': '50'},"['salted butter', 'milk chocolate, chopped', 'granulated sugar', 'vanilla extract', 'large eggs', 'unsweetened cocoa powder', 'all-purpose flour', 'kosher salt', 'creamy peanut butter', 'salted butter, at room temperature', 'semi-sweet chocolate chips', 'Rice Krispies cereal']","{'salted butter': '2', 'milk chocolate, chopped': '4', 'granulated sugar': '1 1/2', 'vanilla extract': '1', 'large eggs': '4', 'unsweetened cocoa powder': '1', 'all-purpose flour': '1', 'kosher salt': '1/4', 'creamy peanut butter': '1', 'salted butter, at room temperature': '2', 'semi-sweet chocolate chips': '2-3', 'Rice Krispies cereal': '1'}","['1. Preheat the oven to 350° F. Line a 9×13 inch baking dish with parchment paper.', '2. Add the butter and chocolate to a medium microwave safe mixing bowl. Microwave on 30 second intervals, stirring after each interval, until melted and smooth. To the melted chocolate whisk in the sugar, vanilla, and eggs until smooth. Stir in the cocoa powder, flour, and salt until just combined. Try not to over mix the batter, it will be thick.', '3. Pour the batter into the prepared pan, spreading it in an even layer. Transfer to the oven and bake for 25-30 minutes, until the brownies are set on top. Remove from the oven and allow to cool.', '4. In a small bowl, beat together the peanut butter and 2 tablespoons softened butter until smooth and creamy. Dollop tablespoon size spoonfuls of the peanut butter over the brownies, lightly spreading the peanut butter into an even layer. Transfer to the freezer and freeze 10 minutes.', '5.\xa0Melt the chocolate chips in the microwave or over a double broiler. Sprinkle the Rice Krispies over the peanut butter and then pour the melted chocolate over top. Place the brownies in the fridge to set, about 20 minutes. Cut the brownies into squares. Store in the fridge or in a cool, dark spot in your kitchen.']",1782 kcal,18,https://www.halfbakedharvest.com/wp-content/uploads/2018/09/Triple-Layer-Peanut-Butter-Crunch-Brownies-1-700x1050.jpg
Bursting Blueberry Cardamom Buckle,{'minutes': '15'},{'minutes': '45'},{'hours': '1'},"['all-purpose flour', 'baking powder', 'ground cardamom', 'light brown sugar', 'salted butter, melted', 'whole milk', 'large eggs', 'vanilla extract', 'lemon zest', 'fresh blueberries', 'all-purpose flour', 'light brown sugar', 'ground cinnamon', 'salted butter, at room temperature']","{'all-purpose flour': '1/2', 'baking powder': '2', 'ground cardamom': '1/2', 'light brown sugar': '1/4', 'salted butter, melted': '1', 'whole milk': '2/3', 'large eggs': '2', 'vanilla extract': '2', 'lemon zest': '2', 'fresh blueberries': '2', 'ground cinnamon': '1/2', 'salted butter, at room temperature': '4'}","['1. Preheat the oven to 350 degrees F. Grease a 9-inch spring form pan.', '2. In a large bowl, whisk together the flour, baking powder, cardamom, and sugar. Add the butter, milk, eggs, and vanilla, mix until just combined. Spoon\xa0the batter into the prepared pan. Toss together the blueberries and lemon zest and sprinkle the blueberries over the batter.', 'the batter into the prepared pan. Toss together the blueberries and lemon zest and sprinkle the blueberries over the batter.', '3. To make the crumble. Whisk together the flour, sugar, and cinnamon in a small bowl. Add the butter and mix with your hands until the mix is moist and a crumble forms. Sprinkle the crumble evenly over the fruit.', 'hisk together the flour, sugar, and cinnamon in a small bowl. Add the butter and mix with your hands until the mix is moist and a crumble forms. Sprinkle the crumble evenly over the fruit.', '4. Transfer to the oven and bake for 45-55 minutes or until golden on top. If you insert a skewer into the center, it should come out almost clean. Let the cake cool 5 minutes. Serve warm or at room temp. Dust with powdered sugar, if desired.']",834 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2018/08/Bursting-Blueberry-Cardamom-Buckle-5-700x1050.jpg
Browned Butter Coconut Chocolate Chip Cookies,{'minutes': '20'},{'minutes': '10'},{'minutes': '30'},"['sticks (1 cup) salted butter', 'light brown sugar', 'granulated sugar', 'eggs', 'vanilla extract', 'all purpose flour', 'baking soda', 'semi-sweet chocolate chips', 'unsweetened flaked coconut, lightly toasted', 'milk or dark chocolate chunks', 'flaky sea salt, for topping']","{'sticks (1 cup) salted butter': '2', 'light brown sugar': '3/4', 'granulated sugar': '1/4', 'eggs': '2', 'vanilla extract': '2', 'all purpose flour': '2', 'baking soda': '1', 'semi-sweet chocolate chips': '1', 'unsweetened flaked coconut, lightly toasted': '1', 'milk or dark chocolate chunks': '2', 'flaky sea salt, for topping': 'seasoning'}","['1. Add the butter to a skillet set over medium heat. Allow the butter to brown lightly until it smells toasted, about 2-3 minutes. Stir often. Remove from the heat and transfer the butter to a mixing bowl, let cool until it’s room temp and no longer a liquid.', '2. Preheat the oven to 350 degrees F. Line a baking sheet with parchment paper.', '3.\xa0To the mixing bowl, add the\xa0brown sugar and\xa0granulated\xa0sugar, beat until combined. Beat in the eggs and vanilla, beating until creamy. Add the flour, and baking soda, beating until combined. Stir in the the chocolate chips and toasted coconut.', 'To the mixing bowl, add the', 'brown sugar and', 'sugar, beat until combined. Beat in the eggs and vanilla, beating until creamy. Add the flour, and baking soda, beating until combined. Stir in the the chocolate chips and toasted coconut.', '4. Roll the dough into tablespoon size balls and place 3 inches apart on the prepared baking sheet. Press 1-2 chocolate chunks into each dough ball. Sprinkle with salt, if desired.', '5. Transfer to the oven and bake for 8-11 minutes or until the cookies are just beginning to set on the edges, but still doughy in the center. Remove from the oven and let the cookies cool 5 minutes on the baking sheet. Eat warm (highly recommended) or let cool and store in an airtight container for up to 4 days.', '5. Transfer to the oven and bake for 8-11 minutes or until the cookies are just beginning to set on the edges, but still doughy in the center. Remove from the oven and let the cookies cool 5 minutes on the baking sheet. Eat warm (highly recommended) or let cool and store in an airtight container for up to 4 days.']",1326 kcal,20,https://www.halfbakedharvest.com/wp-content/uploads/2018/08/Browned-Butter-Coconut-Chocolate-Chip-Cookies-7-700x1050.jpg
Chocolate Caramel Crunch Ice Cream Bars,{'minutes': '20'},-,{'minutes': '20'},"['salted caramel, homemade or store bought', 'creamy peanut butter', 'Rice Chex Cereal', 'roasted peanuts, roughly chopped', 'vanilla ice cream', 'semi-sweet or milk chocolate, chopped', 'coconut oil', 'flaky sea salt', 'granulated sugar', 'heavy cream, more if needed', 'unsalted butter at room temperature, cut into chunks', 'flaky salt']","{'salted caramel, homemade or store bought': '1', 'creamy peanut butter': '1/2', 'Rice Chex Cereal': '4 1/2', 'roasted peanuts, roughly chopped': '1/2', 'vanilla ice cream': '1', 'semi-sweet or milk chocolate, chopped': '16', 'coconut oil': '1', 'flaky sea salt': 'seasoning', 'granulated sugar': '2', 'heavy cream, more if needed': '1/2', 'unsalted butter at room temperature, cut into chunks': '4', 'flaky salt': '1'}","['1. Line a 9x13 inch baking dish with plastic wrap.', '2. In a large microwave safe bowl, melt together the caramel and peanut butter until smooth, about 30 seconds to 1 minute. Stir in the Chex and peanuts, tossing well to combine. Spread the mix out into the prepared pan, packing it in tightly. Transfer to the freezer and freeze 5-10 minutes.', '3. Spread the ice cream over the caramel in an even layer. Transfer to the freezer and freeze 3 hours or overnight.', '4. Melt the chocolate and coconut oil together in a microwave safe bowl.', '3. Remove the pan from the freezer and cut into 18-20 bars. Working quickly, dip the ice cream side of each bar into the melted chocolate. Place onto a parchment lined baking sheet, Chex side down, sprinkle with salt. Return to the freezer for 5 minutes. Keep stored in the freezer in an airtight container.']",659 kcal,20,https://www.halfbakedharvest.com/wp-content/uploads/2018/07/Chocolate-Caramel-Crunch-Ice-Cream-Bars-1-700x1050.jpg
Sweet Peach Rose Tart,{'minutes': '45'},{'minutes': '45'},"{'hours': '1', 'minutes': '30'}","['ripe, but firm peaches, nectarines, or plums', 'honey', 'sprigs fresh thyme', 'vanilla', 'flaky sea salt', 'sheet frozen puff pastry, thawed', 'toasted pecans or almonds', 'salted butter, at room temperature', 'egg yolk']","{'ripe, but firm peaches, nectarines, or plums': '4', 'honey': '1/3', 'sprigs fresh thyme': '4', 'vanilla': '1', 'flaky sea salt': '1', 'sheet frozen puff pastry, thawed': '1', 'toasted pecans or almonds': '1/2', 'salted butter, at room temperature': '2', 'egg yolk': '1'}","['1. Slice the fruit very thin using a mandolin or a sharp knife. Place the fruit in a heat proof bowl.', '2. Heat the honey, thyme, vanilla and sea salt in a small sauce pan over medium heat until the sauce just comes to a boil. Remove from the heat and pour the honey sauce over the sliced peaches. Let sit 5-10 minutes.', '3. Line a 10 inch pie plate or tart pan with parchment paper. Roll the pastry out into 1/4 inch thickness and fit inside the pie plate. Trim the pastry around the edges.', '4. In the bowl of a food processor, combine the nuts, butter, and egg yolk and pulse until mostly smooth. Spread inside the pastry.', ""5. Arrange 3-4 fruit slices lengthwise, overlapping each slightly on a clean counter (see photo above). Roll the fruit from left to right to create a rose (see photo above). Place the roses into the prepared dish, pressing them gently into the nut spread to adhere, it's OK if your roses are not perfect. Don't stress. Repeat with the remaining fruit, placing the roses in the prepared dish as your work. Brush any honey sauce left in the bowl over the roses. Place the tart in the fridge for 15 minutes to chill."", '6. Preheat the oven to 375 degrees F. Remove the tart from the fridge and transfer to the oven. Bake for 35-45 minutes or until the pastry is golden. Let the tart cool 10 minutes before lifting out of the pie plate.', '7. Serve warm or at room temperature with honey and vanilla ice cream. Enjoy!']",410 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2018/07/Sweet-Peach-Rose-Tart-1-700x1050.jpg
Brown Butter Cinnamon Peach Dutch Baby,{'minutes': '10'},{'minutes': '20'},{'minutes': '30'},"['butter', 'peach, thinly sliced', 'eggs', 'whole milk', 'all purpose flour', 'vanilla extract', 'ground cinnamon', 'kosher salt', 'granulated sugar', 'whipped cream and maple syrup for serving']","{'butter': '6', 'peach, thinly sliced': '1', 'eggs': '4', 'whole milk': '2/3', 'all purpose flour': '2/3', 'vanilla extract': '2', 'ground cinnamon': '2', 'kosher salt': '1/2', 'granulated sugar': '2', 'whipped cream and maple syrup for serving': 'seasoning'}","['1. Preheat the oven to 450 degrees F. Place 4 tablespoons butter and the sliced peaches into a 10-12 inch cast iron skillet. Place the skillet in the center of the oven for 5-8 minutes, until the butter is browned.', '2. In a blender, combine the eggs, milk, flour, vanilla, 1 teaspoon cinnamon, salt, and 2 tablespoons melted butter. Blend on high for 30 seconds to one minute or until the batter is smooth. Make sure no large clumps of flour remain.', '3. Remove the hot skillet from the oven and pour the batter into the skillet. Place the skillet in the center of the oven and bake for 20-25 minutes or until the pancake is fully puffed and browned on top. DO NOT open the oven during the first 15 minutes of cooking or you might deflate your pancake.', '4. In a small bowl, combine the remaining 1 teaspoon cinnamon and the sugar.', '4. Remove the Dutch Baby from the oven and sprinkle with cinnamon sugar.\xa0 If desired, serve topped with whipped cream and maple syrup. EAT.']",410 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2018/07/Browned-Butter-Cinnamon-Peach-Dutch-Baby-2-700x1050.jpg
Extra Fudgy Ricotta Brownies,{'minutes': '15'},{'minutes': '30'},{'minutes': '45'},"['dark chocolate, chopped', 'whole milk ricotta cheese', 'real maple syrup', 'instant coffee', 'vanilla extract', 'eggs', 'cocoa powder', 'almond meal/flour', 'kosher salt', 'real maple syrup', 'coconut oil', 'dark chocolate, chopped', 'cocoa powder']","{'dark chocolate, chopped': '2', 'whole milk ricotta cheese': '1', 'real maple syrup': '1/3', 'instant coffee': '2', 'vanilla extract': '2', 'eggs': '2', 'cocoa powder': '1/3', 'almond meal/flour': '1/2', 'kosher salt': '1/4', 'coconut oil': '1/4'}","['1. Preheat the oven to 350 degrees F. Line an 8x8 inch pan with parchment paper.', '2. Heat 2 ounces dark chocolate in the microwave until melted and smooth. Stir in the ricotta, eggs, maple syrup, instant coffee, and vanilla until completely smooth and no clumps remain. Add the cocoa powder, almond meal, and salt. Stir until just combined. Stir in the remaining 2 ounces of chopped dark chocolate.', '3. Evenly spread the mixture into the prepared baking pan. Bake for 30-35 minutes or until the brownies are just set. DO NOT over bake or these will become cakey. Allow to cool before frosting.', '4. To make the frosting,\xa0melt together the maple syrup, coconut oil, and dark chocolate in a small saucepan over low heat until melted and smooth. Remove from the heat and stir in the cocoa power. Pour the frosting over the brownies and spread in an even layer. Place the brownies in the fridge and allow the frosting to set 30 minutes to 1 hour. Cut into bars and store in an airtight container in a cool, dry place or in the fridge. Enjoy!']",312 kcal,16,https://www.halfbakedharvest.com/wp-content/uploads/2018/01/Extra-Fudgy-Ricotta-Brownies-1-700x1050.jpg
Gingerbread Snowglobe Place Setting,{'minutes': '30'},{'minutes': '10'},{'minutes': '40'},"['all-purpose flour', 'ground ginger', 'cinnamon', 'ground cloves', 'nutmeg', 'baking soda', 'salt', 'butter, at room temperature', 'dark brown sugar', 'molasses', 'yolk', 'powdered sugar', 'vanilla bean powder or vanilla extract', 'water', 'assorted sprinkles for decorating', 'fresh rosemary and cranberries', 'stemless wine glasses']","{'all-purpose flour': '2', 'ground ginger': '2', 'cinnamon': '1', 'ground cloves': '1/4', 'nutmeg': '1/4', 'baking soda': '1/2', 'salt': '1/4', 'butter, at room temperature': '1', 'dark brown sugar': '1/3', 'molasses': '1/3', 'yolk': '1', 'powdered sugar': '3 3/4', 'vanilla bean powder or vanilla extract': '1/2', 'water': '6-8', 'assorted sprinkles for decorating': 'seasoning', 'fresh rosemary and cranberries': 'seasoning', 'stemless wine glasses': '9'}","['1. Line two cookie sheets with parchment paper.\xa0In a small bowl combine the flour, ginger, cinnamon, cloves, nutmeg, salt, and\xa0baking soda.', 'In a small bowl combine the flour, ginger, cinnamon, cloves, nutmeg, salt, and', 'baking soda.', '2. In a large bowl, using an electric mixer, cream together the butter and brown sugar, beating until light and fluffy. Add the molasses and egg, beat until combined. Gradually mix in the dry ingredients until no streaks are showing in the dough.', '3. Divide the dough in half.\xa0 On a floured surface, roll the dough out to a 1/4 inch thickness. Using a 2 inch round cookie cutter, cut out 9 circles. Transfer the cookies to the prepared baking sheet.', '4. Using the remaining dough, cut out shapes with small cookie cutters (use cutters that will fit inside your glass), cutting them as close to one another as possible to minimize waste.\xa0Transfer the cookies to the prepared cookie sheets. Cover the baking sheets and place them in the freezer to chill for 10-15 minutes.', 'Transfer the cookies to the prepared cookie sheets. Cover the baking sheets and place them in the freezer to chill for 10-15 minutes.', ""5. Preheat the oven to 350 degrees F.\xa0Bake the shaped cookies for 8-12 minutes or until just set. Cool on a cookie sheet. Now, bake the circle cookies\xa0for 8-12 minutes or until just set. Remove from the oven and immediately\xa0indent each warm cookie with the bottom of a shaped cookie (i.e gently push the bottom of a Christmas tree cookie into the center of the circle cookie). You'll want to do this while the circle cookies are still warm. Let both sets of cookies cool."", 'Bake the shaped cookies for 8-12 minutes or until just set. Cool on a cookie sheet. Now, bake the circle cookies', 'for 8-12 minutes or until just set. Remove from the oven and', ""indent each warm cookie with the bottom of a shaped cookie (i.e gently push the bottom of a Christmas tree cookie into the center of the circle cookie). You'll want to do this while the circle cookies are still warm. Let both sets of cookies cool."", '6. To make the icing.\xa0Add the powdered sugar, vanilla and 6 tablespoons water to a large mixing bowl. Whisk until the icing is glossy. Add more water, 1 tablespoon at a time, until your desired consistency is reached.', '6. To make the icing.', 'Add the powdered sugar, vanilla and 6 tablespoons water to a large mixing bowl. Whisk until the icing is glossy. Add more water, 1 tablespoon at a time, until your desired consistency is reached.', '7. Frost and decorate the shaped cookies as desired and let sit 10 minutes or so to dry. Frost each circle\xa0cookie with a thin layer of icing, spreading the icing over the indent you previously made. Now take a cookie shape and insert it into the frosted indent. Hold the cookie in place for 30 seconds to secure. Let dry and then decorate as desired.', '7. Frost and decorate the shaped cookies as desired and let sit 10 minutes or so to dry. Frost each', 'cookie with a thin layer of icing, spreading the icing over the indent you previously made. Now take a cookie shape and insert it into the frosted indent. Hold the cookie in place for 30 seconds to secure. Let dry and then decorate as desired.', '8. To make the snowglobes, place the assembled cookies on a plate and carefully place a stemless wine glass overtop of the cookie.', '8. To make the snowglobes, place the assembled cookies on a plate and carefully place a stemless wine glass overtop of the cookie.']",603 kcal,9,https://www.halfbakedharvest.com/wp-content/uploads/2017/12/Gingerbread-Snowglobe-Place-Setting-1-700x1050.jpg
