title,prep_time,cook_time,total_time,ingredients,ingredients with measurement,instructions,calories,servings,images
25 Minute Ginger Steak Mango Cucumber Bowls,{'minutes': '15'},{'minutes': '10'},{'minutes': '25'},"['lime juice', 'toasted sesame oil', 'fish sauce', 'fresh grated ginger', 'pickled ginger juice', 'honey', 'chili flakes', 'flank steak', 'tamari/soy sauce', 'Persian cucumbers, thinly sliced', 'pickled sushi ginger', 'mango, chopped', 'chopped fresh Thai basil/cilantro/mint', 'lime juice', 'avocado, sliced', 'salted peanuts, chopped']","{'lime juice': '2', 'toasted sesame oil': '3', 'fish sauce': '1', 'fresh grated ginger': '1', 'pickled ginger juice': '2', 'honey': '2', 'chili flakes': 'seasoning', 'flank steak': '2', 'tamari/soy sauce': '2', 'Persian cucumbers, thinly sliced': '2-3', 'pickled sushi ginger': '1/4', 'mango, chopped': '1', 'chopped fresh Thai basil/cilantro/mint': '1/3', 'avocado, sliced': '1', 'salted peanuts, chopped': 'seasoning'}","['1. To make the dressing. Combine all ingredients in a jar. Season to taste with chili flakes.', '2. In a bowl, toss the steak with tamari and 2-3 tablespoons of the dressing, rubbing the dressing onto the steak.', '3. Set your grill, grill pan, or skillet to medium-high heat. Grill the steak until lightly charred, 5-8 minutes for medium-rare, per side. Remove the steaks and allow them to rest for 5-10 minutes. Slice the steak.', '4. Meanwhile, in a bowl, toss the cucumbers with pickled ginger and 3 tablespoons dressing. In a separate bowl, toss the mango with herbs, lime juice, and chili flakes.', '5. Spoon the reserved dressing over the slices of steak, then serve the steak over bowls of rice. Top with cucumber, mango, avocado, and peanuts. Enjoy!']",472 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2024/06/25-Minute-Ginger-Steak-Cucumber-Bowls-1-scaled.jpg
Grilled Buffalo Ranch Chicken Tacos,{'minutes': '20'},{'minutes': '20'},{'minutes': '40'},"['boneless chicken tenders or small thighs', 'seasoned salt', 'chipotle chili powder', 'buffalo sauce', 'hard shell tacos', 'shredded Mexican cheese blend', 'shredded lettuce', 'cilantro, green onion, and avocado, for serving', 'sour cream or plain Greek yogurt', 'mayo', 'buttermilk', 'dried parsley', 'dried dill', 'garlic powder', 'onion powder', 'pickled jalapeños', 'salt', 'chopped fresh chives']","{'boneless chicken tenders or small thighs': '2', 'seasoned salt': '2', 'chipotle chili powder': '1/2', 'buffalo sauce': '1', 'hard shell tacos': '12', 'shredded Mexican cheese blend': '2', 'shredded lettuce': '4', 'cilantro, green onion, and avocado, for serving': 'seasoning', 'sour cream or plain Greek yogurt': '1/2', 'mayo': '1/2', 'buttermilk': '1/2', 'dried parsley': '1', 'dried dill': '2', 'garlic powder': '1', 'onion powder': '1', 'pickled jalapeños': '1/4 -1/2', 'salt': '1', 'chopped fresh chives': '2'}","['1. Set your grill, grill pan, or skillet to medium-high heat.', '2. In a bowl, toss the chicken, seasoned salt, and chili powder together. Add 1/3 cup buffalo sauce. Grill the chicken until lightly charred, 5-8 minutes per side, depending on the size of your chicken.', '3. Shred the meat and toss with 1/3 cup buffalo sauce. Reserve the remaining sauce for serving. Stuff a handful of cheese and chicken into each taco shell. Place the shells upright on the grill so nothing falls out. Cover and grill over low heat for 3-5 minutes until the cheese is melty.', '4. Meanwhile, make the Jalapeño Ranch. Combine all ingredients in a jar, mixing until creamy. Then, season with salt.', '5. Toss the lettuce with ranch, cilantro, scallions, and lime juice. Top each taco with greens, avocado, and extra sauce. Yum!']",582 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2024/06/Grilled-Buffalo-Ranch-Chicken-Tacos-1-scaled.jpg
Broccoli Burrata Pasta Salad,{'minutes': '20'},{'minutes': '10'},{'minutes': '30'},"['plain Greek yogurt or sour cream', 'mayo', 'buttermilk', 'fresh basil', 'fresh chopped chives', 'Worcestershire', 'garlic powder', 'onion powder', 'kosher salt and black pepper', 'prosciutto', 'short cut pasta', 'chopped broccoli', 'grilled corn', 'basil pesto', 'burrata cheese, at room temperature']","{'plain Greek yogurt or sour cream': '1/2', 'mayo': '1/3', 'buttermilk': '2', 'fresh basil': '1', 'fresh chopped chives': '1/4', 'Worcestershire': '2', 'garlic powder': '1', 'onion powder': '1', 'kosher salt and black pepper': 'seasoning', 'prosciutto': '3', 'short cut pasta': '1', 'chopped broccoli': '2', 'grilled corn': '2', 'basil pesto': '1/4', 'burrata cheese, at room temperature': '8'}","['1. To make the dressing. Combine all ingredients in a blender and blend until smooth—season with salt and pepper.', '2. Preheat the oven to 400° F. Line a baking sheet with parchment paper and arrange the prosciutto in an even layer. Transfer to the oven and cook for 8-10 minutes, until crisp.', '3. Bring a large pot of salted water to a boil. Boil the pasta to al dente, according to package directions. Add the broccoli during the last 2 minutes of cooking. Drain.', '4. In a large bowl, toss together the hot pasta with the dressing. Mix in the corn and pesto. Toss to coat.', '5. Serve warm or cold. The salad will develop more flavor as it sits. Add the burrata cheese and prosciutto just before serving.']",472 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2024/05/Broccoli-Burrata-Pasta-Salad-1-scaled.jpg
Chicken Quesadillas with Creamy Chipotle Sauce,{'minutes': '20'},{'minutes': '10'},{'minutes': '30'},"['canned chipotle chiles in adobo', 'extra virgin olive oil', 'garlic powder', 'onion powder', 'apple cider vinegar', 'honey', 'mayo', 'salt', 'large tortillas', 'Mexican cheese blend', 'fresh or frozen corn kernels', 'grilled chicken, sliced', 'cooked bacon, crumbled', 'pickled or candied jalapeños', 'avocado, cilantro, and limes, for serving']","{'canned chipotle chiles in adobo': '1/2', 'extra virgin olive oil': '2', 'garlic powder': '1', 'onion powder': '1', 'apple cider vinegar': '2', 'honey': '1', 'mayo': '1/2', 'salt': 'seasoning', 'large tortillas': '4', 'Mexican cheese blend': '1 1/2', 'fresh or frozen corn kernels': '1-2', 'grilled chicken, sliced': '1-1 1/2', 'cooked bacon, crumbled': '6', 'pickled or candied jalapeños': '1/3', 'avocado, cilantro, and limes, for serving': 'seasoning'}","[""1. To make the dressing. Combine all ingredients in a blender and blend until smooth. Taste and adjust the salt. If it's too spicy, add extra mayo."", '2. To assemble, layer cheese, corn, chicken, bacon, and jalapeños, on one half of a tortilla. Drizzle over the chipotle dressing, then sprinkle over more cheese. Fold the tortilla over to cover everything.', '3. Heat a drizzle of olive oil in a skillet, add 1 quesadilla, and cook 2-3 minutes per side until crisp and golden brown. Serve warm with avocado, cilantro, lime and additional chipotle dressing.']",672 kcal,4,https://www.halfbakedharvest.com/wp-content/uploads/2024/05/Chipotle-Chile-Lime-Chicken-Quesadillas-1-scaled.jpg
Sesame Ginger Steak Skewers with Peanut Sauce,{'minutes': '15'},{'minutes': '15'},{'minutes': '30'},"['creamy peanut butter', 'tamari/soy sauce', 'Thai red curry paste', 'chopped pickled ginger', 'toasted sesame oil', 'sweet Thai chili sauce', 'tamari/soy sauce', 'garlic, chopped', 'fresh grated ginger', 'chili paste', 'flank steak, cubed', 'rice or coconut rice, for serving', 'limes, avocado, sesame seeds, and cilantro, for serving']","{'creamy peanut butter': '1/2', 'tamari/soy sauce': '1/3', 'Thai red curry paste': '2-3', 'chopped pickled ginger': '1', 'toasted sesame oil': '1', 'sweet Thai chili sauce': '1/3', 'garlic, chopped': '6', 'fresh grated ginger': '1', 'chili paste': '2', 'flank steak, cubed': '2', 'rice or coconut rice, for serving': 'seasoning', 'limes, avocado, sesame seeds, and cilantro, for serving': 'seasoning'}","['1. To make the peanut sauce. Add all ingredients to a glass jar or blender and blend to combine, adding water as needed to thin the sauce.', '2. In a bowl, mix the sweet Thai chili sauce, tamari/soy sauce, garlic, ginger, and chili paste. Add the beef and toss. If time allows, let sit for 10 minutes to deepen the flavor.', '3. Thread the beef onto the skewers.', '4. Set your grill, grill pan, or skillet to medium-high heat. Grill the skewers until lightly charred, turning them occasionally throughout cooking, about 8 to 12 minutes total, depending on your desired doneness.', '5. Serve the steak over plates of rice with limes, avocado, sesame seeds, cilantro, and peanut sauce. Keep extra peanut sauce on the side for dipping. Enjoy!']",419 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2024/05/Sesame-Ginger-Steak-Skewers-with-Peanut-Sauce-1-scaled.jpg
Honey Lime Chili Chicken Bowls,{'minutes': '20'},{'minutes': '20'},{'minutes': '40'},"['boneless chicken breasts or thighs', 'extra virgin olive oil', 'honey', 'garlic, chopped', 'chili powder', 'ground cumin', 'salt and chili flakes', 'bell peppers, sliced', 'yellow onion, sliced', 'cooked rice', 'cherry tomatoes, sliced', 'avocado, yogurt/sour cream + limes, for serving', 'fresh cilantro, chopped', 'salsa verde', 'extra virgin olive oil', 'honey', 'lime juice', 'flaky salt']","{'boneless chicken breasts or thighs': '1 1/2', 'extra virgin olive oil': '1/4', 'honey': '1', 'garlic, chopped': '2', 'chili powder': '2', 'ground cumin': '1', 'salt and chili flakes': 'seasoning', 'bell peppers, sliced': '2', 'yellow onion, sliced': '1', 'cooked rice': '3-4', 'cherry tomatoes, sliced': '1', 'avocado, yogurt/sour cream + limes, for serving': 'seasoning', 'fresh cilantro, chopped': '1/2', 'salsa verde': '1/3', 'lime juice': '1/4', 'flaky salt': 'seasoning'}","['1. Preheat the oven to 425° F.', '2. On a baking sheet, toss the chicken with olive oil, honey, garlic, chili powder, cumin, and season with chili flakes and salt.', '3. Add the bell peppers, onion, and 1 tablespoon of olive oil - season with salt. Arrange everything evenly on the pan. Bake for 20-25 minutes or until the chicken is cooked and the peppers begin to char.', '4. Meanwhile, make the vinaigrette. Toss all ingredients in a bowl and season with salt.', '5. Thinly slice the chicken. Serve the chicken and peppers over bowls of rice. Top the chicken with avocado and tomatoes. Add a dollop of yogurt and fresh cilantro.']",406 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2024/05/Honey-Lime-Chili-Chicken-Bowls-1-scaled.jpg
3 Cheese Lemon Basil Pizza,{'minutes': '15'},{'minutes': '10'},{'minutes': '25'},"['ball of pizza dough', 'extra virgin olive oil', 'grated parmesan cheese', 'toasted sesame seeds', 'fresh thyme leave', 'garlic, chopped', 'shallot, halved, and leaves separated', 'chili flakes', 'honey', 'shredded mozzarella cheese', 'shredded provolone cheese', 'Meyer or regular lemon thinly sliced', 'so much fresh basil']","{'ball of pizza dough': '1/2', 'extra virgin olive oil': '1', 'grated parmesan cheese': '1/4', 'toasted sesame seeds': '2', 'fresh thyme leave': '1', 'garlic, chopped': '2', 'shallot, halved, and leaves separated': '1', 'chili flakes': 'seasoning', 'honey': '1', 'shredded mozzarella cheese': '3/4', 'shredded provolone cheese': '3/4', 'Meyer or regular lemon thinly sliced': '1', 'so much fresh basil': 'seasoning'}","['1. Preheat the oven to 450° F.', ""2. On a lightly floured surface, push the dough out until it's thin (about a 10-12 inch circle). Transfer the dough to a baking sheet. Lightly brush the crust with olive oil, then sprinkle with parmesan, sesame seeds, thyme, garlic, shallots, and chili flakes. Drizzle over the honey."", '3. Add the mozzarella and provolone. Arrange the lemon slices over the cheese, top with a handful or torn basil leaves.', '4. Bake for 10-15 minutes or until the crust is golden and the cheese is bubbling. Remove from the oven and top with 2 big handfuls fresh basil. Slice and enjoy!']",385 kcal,4,https://www.halfbakedharvest.com/wp-content/uploads/2024/05/3-Cheese-Lemon-Basil-Pizza-1-scaled.jpg
Greek Chicken Skewers with Feta Fries,{'minutes': '25'},{'minutes': '30'},{'minutes': '55'},"['extra virgin olive oil', 'shallot, chopped', 'garlic, chopped', 'dried oregano', 'chipotle chili powder', 'honey', 'harissa sauce', 'lemon zest', 'salt and black pepper', 'chicken breasts, cut into bite-size chunks', 'Tzatziki sauce', 'garlic tahini', 'russet potatoes, cut into ¼-inch-thick matchsticks', 'extra virgin olive oil', 'garlic powder', 'cayenne pepper', 'mixed herbs - dill, basil, parsley', 'lemon zest', 'garlic, grated', 'toasted sesame seeds', 'crumbled feta cheese']","{'extra virgin olive oil': '2', 'shallot, chopped': '1', 'garlic, chopped': '4', 'dried oregano': '2', 'chipotle chili powder': '1', 'honey': '1', 'harissa sauce': '1-3', 'lemon zest': '1', 'salt and black pepper': 'seasoning', 'chicken breasts, cut into bite-size chunks': '1 1/2', 'Tzatziki sauce': '1-2', 'garlic tahini': '1/2', 'russet potatoes, cut into ¼-inch-thick matchsticks': '4', 'garlic powder': '1', 'cayenne pepper': '1/4', 'mixed herbs - dill, basil, parsley': '1/2', 'garlic, grated': '1', 'toasted sesame seeds': '2', 'crumbled feta cheese': '1/2'}","['1. In a bowl, mix the olive oil, shallots, garlic, oregano, chili powder, honey, harissa sauce, lemon zest, salt, and pepper. Add the chicken and toss. If time allows, let sit for 10 minutes to deepen the flavor.', '2. Preheat the oven to 450° F.', '3. Thread the chicken onto each skewer and arrange on a baking sheet. Bake 20-25 minutes, until lightly charred and cooked through.', '4. Meanwhile, make the fries. Toss the potatoes, olive oil, garlic powder, cayenne, and pepper together, then spread in an even layer on a sheet pan. Bake for 15-20 minutes, then flip and bake for 15 minutes more.', '5. In a bowl, combine the herbs, lemon zest, garlic, sesame seeds, and feta. Toss the fries on the sheet pan with the feta. Then, season with salt.', '6. Serve the chicken and fries with Tzatziki sauce and tahini (recipe in notes). Enjoy!']",542 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2024/05/Chicken-Tzatziki-Skewers-with-Feta-Fries-1-scaled.jpg
-,-,-,-,-,-,-,-,-,https://www.halfbakedharvest.com/wp-content/uploads/2019/05/No-Fuss-Lemon-Tart-1.jpg
Thai Basil Chicken and Garlic Butter Noodles,{'minutes': '15'},{'minutes': '15'},{'minutes': '30'},"['chicken breasts, thinly sliced', 'shallot, sliced', 'yellow curry powder', 'black pepper', 'chili flakes', 'ghee or extra virgin olive oil', 'fish sauce or tamari (or use soy sauce)', 'honey', 'asparagus or broccoli, chopped', 'rice noodles', 'salted butter', 'garlic, chopped', 'canned coconut milk', 'Thai or sweet basil', 'sliced green onions + limes, for serving']","{'chicken breasts, thinly sliced': '1', 'shallot, sliced': '1', 'yellow curry powder': '2', 'black pepper': '1-2', 'chili flakes': 'seasoning', 'ghee or extra virgin olive oil': '3', 'fish sauce or tamari (or use soy sauce)': '2', 'honey': '2', 'asparagus or broccoli, chopped': '1', 'rice noodles': '8', 'salted butter': '3', 'garlic, chopped': '4', 'canned coconut milk': '1', 'Thai or sweet basil': '1/2', 'sliced green onions + limes, for serving': 'seasoning'}","['1. Preheat the oven to 450° F.', '2. On a baking sheet, mix the chicken with the shallots, curry powder, pepper, and chili flakes. Toss to coat, then add 2 tablespoons ghee/oil, fish sauce, and honey, and toss again. Arrange the chicken in an even layer. Arrange the asparagus to the side of the chicken and toss with 1 tablespoon ghee/oil. Season with salt and pepper.', '3. Bake for 15-20 minutes, until the chicken is cooked. Then toss with the Thai basil.', '4. Meanwhile, make the noodles. Melt the butter in a skillet set over medium heat. Add the garlic and a pinch of chili flakes. Cook until the garlic begins to caramelize and turn light golden brown, 1 to 2 minutes. Stir in the coconut milk and cook for 3-5 minutes, until warmed through.\xa0Season with salt. Remove from the heat and toss the noodles with the sauce.', '5. To serve, divide the noodles among bowls and top with chicken and asparagus. Serve with additional basil, green onions, and limes. Enjoy!']",699 kcal,4,https://www.halfbakedharvest.com/wp-content/uploads/2024/05/Thai-Basil-Chicken-and-Garlic-Butter-Noodles-1-scaled.jpg
